id,name,molecule_code,group_id,group_name_cache,class_type_id,class_type_name_cache,experimental_measurements_count,membrane_binding_energy,logp7_4_blm,logp0_blm,molecular_weight,pKa,wiki_name,pubchem,metabolome,chEBI,drugbank,KEGG,PDB,influx,efflux,intracellular_localization,annotation,created_at,updated_at,logp6_5_pampa_ds,logp7_4_pampa_ds,logp0_pampa_ds,logp6_5_caco,logp0_caco,logp0_bbb,logp0_pm,,,,
139,Nicotine,Nicotine,2,Bases,3,Organoheterocyclic compounds,5,-2.2,-0.81,-0.11,162,8.11,Nicotine,942,HMDB14330,18723,DB00184,C16150,NCT,"SLC22A1(i), SLC22A2(i), SLC22A3(i), SLC22A4(i), SLC22A5(i)",,"Cytoplasm, Membrane","Nicotine is a highly toxic alkaloid. It is the prototypical agonist at nicotinic cholinergic receptors where it dramatically stimulates neurons and ultimately blocks synaptic transmission. Nicotine is also important medically because of its presence in tobacco smoke. Nicotine is a stimulant drug that acts as an agonist at nicotinic acetylcholine receptors. These are ionotropic receptors composed up of five homomeric or heteromeric subunits. In the brain, nicotine binds to nicotinic acetylcholine receptors on dopaminergic neurons in the cortico-limbic pathways. This causes the channel to open and allow conductance of multiple cations including sodium, calcium, and potassium. This leads to depolarization, which activates voltage-gated calcium channels and allows more calcium to enter the axon terminal. Calcium stimulates vesicle trafficking towards the plasma membrane and the release of dopamine into the synapse. Dopamine binding to its receptors is responsible the euphoric and addictive properties of nicotine.Nicotine also binds to nicotinic acetylcholine receptors on the chromaffin cells in the adrenal medulla. Binding opens the ion channel allowing influx of sodium, causing depolarization of the cell, which activates voltage-gated calcium channels. Calcium triggers the release of epinephrine from intracellular vesicles into the bloodstream, which causes vasoconstriction, increased blood pressure, increased heart rate, and increased blood sugar.",2018-08-16 02:02:17 UTC,2019-05-22 02:17:39 UTC,-2.85,-1.97,-1.32,-3.93,-3.51,-2.93,-1.97,,,,
140,Norfloxacin,Norfloxacin,4,Zwitterions,3,Organoheterocyclic compounds,6,-0.7,-8.17,-4.9,319,8.52,Norfloxacin,4539,HMDB15192,100246,DB01059,,,"SLCO1A2(s), SLCO1B3(i), SLC22A5(i), SLC22A6(i)","ABCB1(s), ABCG2(s)","Cytoplasm, Extracellular, Membrane","Norfloxacin is a synthetic fluoroquinolone (fluoroquinolones) with broad-spectrum antibacterial activity against most gram-negative and gram-positive bacteria. Norfloxacin inhibits bacterial DNA gyrase. The bactericidal action of Norfloxacin results from inhibition of the enzymes topoisomerase II (DNA gyrase) and topoisomerase IV, which are required for bacterial DNA replication, transcription, repair, and recombination. Norfloxacin is a broad-spectrum antibiotic that is active against both gram-positive and gram-negative bacterias. The fluorine atom at the 6 position increases potency against gram-negative organisms, and the piperazine moiety at the 7 position is responsible for anti-pseudomonal activity.",2018-08-16 02:02:17 UTC,2019-05-22 02:17:39 UTC,-8.75,-8.76,-5.75,-5.56,-4.73,-4.62,-5.85,,,,
141,Ofloxacin,Ofloxacin,4,Zwitterions,3,Organoheterocyclic compounds,5,-0.4,-8.67,-5.43,361,8.31,Ofloxacin,4583,HMDB15296,7731,DB01165,C07321,LFX,"SLC22A1(i), SLC22A4(i), SLC22A5(i), SLC22A6(i), ABCO1B1(i), ABCO1B3(i)","ABCG2(s), ABCC1(i), ABCC2(i) ","Cytoplasm, Extracellular, Membrane","Ofloxacin is a synthetic fluoroquinolone (fluoroquinolones) antibacterial agent that inhibits the supercoiling activity of bacterial DNA gyrase, halting DNA replication. Ofloxacin acts on DNA gyrase and toposiomerase IV, enzymes which, like human topoisomerase, prevents the excessive supercoiling of DNA during replication or transcription. By inhibiting their function, the drug thereby inhibits normal cell division.",2018-08-16 02:02:17 UTC,2019-05-22 02:17:39 UTC,-9.22,-9.22,-6.24,-5.69,-4.87,-4.81,-6.28,,,,
142,Omeprazole,Omeprazole,1,Neutral,3,Organoheterocyclic compounds,3,-2.1,-7.6,-7.6,345,Omeprazole,4594,HMDB01913,7772,DB00338,C07324,1C6,,"ABCB1(s,i), ABCC3 (inducer), ABCG2(i)","Cytoplasm, Extracellular","Omeprazole is a highly effective inhibitor of gastric acid secretion used in the therapy of stomach ulcers, dyspepsia, peptic ulcer disease , gastroesophageal reflux disease and Zollinger-Ellison syndrome. The drug inhibits the H(+)-K(+)-ATPase (H(+)-K(+)-exchanging ATPase) in the proton pump of Gastric Parietal Cells.",2018-08-16 02:02:17 UTC,2019-03-21 00:34:18 UTC,-8.24,-8.24,-8.24,-5.42,-5.42,-5.58,-8.04,,,,,
143,Oxycodone,Oxycodone,2,Bases,4,Benzenoids,4,-1.4,-5.86,-3.17,315,8.94,Oxycodone,5284603,HMDB14640,7852,DB00497,C08018,,,,Membrane,"Oxycodone is a semisynthetic derivative of codeine that acts as a narcotic analgesic more potent and addicting than codeine. Oxycodone acts as a weak agonist at mu, kappa, and delta opioid receptors within the central nervous system (CNS). Oxycodone primarily affects mu-type opioid receptors, which are coupled with G-protein receptors and function as modulators, both positive and negative, of synaptic transmission via G-proteins that activate effector proteins. Binding of the opiate stimulates the exchange of GTP for GDP on the G-protein complex. As the effector system is adenylate cyclase and cAMP located at the inner surface of the plasma membrane, opioids decrease intracellular cAMP by inhibiting adenylate cyclase. Subsequently, the release of nociceptive neurotransmitters such as substance P, GABA, dopamine, acetylcholine, and noradrenaline is inhibited. Opioids such as oxycodone also inhibit the release of vasopressin, somatostatin, insulin, and glucagon. Opioids close N-type voltage-operated calcium channels (kappa-receptor agonist) and open calcium-dependent inwardly rectifying potassium channels (mu and delta receptor agonist). This results in hyperpolarization and reduced neuronal excitability.",2018-08-16 02:02:17 UTC,2020-03-05 01:02:30 UTC,-7.53,-6.65,-4.15,-5.22,-4.29,-4.01,-4.44,,,,
144,Paclitaxel,Paclitaxel,1,Neutral,9,Lipids and lipid-like molecules,9,-5.9,-4.37,-4.37,854,Paclitaxel,36314,HMDB15360,45863,DB01229,C07394,TA1,"SLCO1B1(s,i), SLCO1B3(s,i), SLCO2B1(i), SLC22A7(s)","ABCC1(s,i), ABCC2(s), ABCB11(s,i), ABCB1(s,i), ABCB4(s,i), ABCC10(s,i), ABCG2(s)","Cytoplasm, Extracellular, Membrane","A cyclodecane isolated from the bark of the Pacific yew tree, TAXUS brevifolia. It stabilizes microtubules in their polymerized form leading to cell death.  ABI-007 (Abraxane) is the latest attempt to improve upon paclitaxel, one of the leading chemotherapy treatments. Both drugs contain the same active agent, but Abraxane is delivered by a nanoparticle technology that binds to albumin, a natural protein, rather than the toxic solvent known as Cremophor. It is thought that delivering paclitaxel with this technology will cause fewer hypersensitivity reactions and possibly lead to greater drug uptake in tumors.",2018-08-16 02:02:17 UTC,2019-03-21 00:34:18 UTC,-5.26,-5.26,-5.26,-4.6,-4.6,-4.44,-5.42,,,,,
145,Pantoprazole,Pantoprazole,1,Neutral,3,Organoheterocyclic compounds,5,-1.2,-10.44,-10.44,383,Pantoprazole,4679,HMDB05017,7915,DB00213,C11806,,SLCO1B1(i),"ABCB1(s,i), ABCG2(i)",,"Pantozol is a proton pump inhibitor drug used for short-term treatment of erosion and ulceration of the esophagus caused by gastroesophageal reflux disease. Initial treatment is generally of eight weeks' duration, after which another eight week course of treatment may be considered if necessary. It can be used as a maintenance therapy for long term use after initial response is obtained; Pantoprazole is a proton pump inhibitor drug used for short-term treatment of erosion and ulceration of the esophagus caused by gastroesophageal reflux disease. Initial treatment is generally of eight weeks' duration, after which another eight week course of treatment may be considered if necessary. It can be used as a maintenance therapy for long term use after initial response is obtained. Pantoprazole is metabolized in the liver by the cytochrome P450 system. Metabolism mainly consists of demethylation by CYP2C19 followed by sulfation. Another metabolic pathway is oxidation by CYP3A4. ",2018-08-16 02:02:17 UTC,2019-03-21 00:34:18 UTC,-10.86,-10.86,-10.86,-6.15,-6.15,-6.58,-10.34,,,,,
146,Phenylacetic acid,Phenylacetic_acid,3,Acids,4,Benzenoids,1,-3.1,-3.2,-0.17,136,4.31,Phenylacetic acid,999,HMDB00209,30745,DB09269,C07086,PAC,,,,"Phenyl acetate (or phenylacetate) is a carboxylic acid ester that has been found in the biofluids of patients with nephritis and/or hepatitis as well as patients with phenylketonuria. Excess phenylalanine in the body can be disposed of through a transamination process leading to the production of phenylpyruvate. The phenylpyruvate can be further metabolized into a number of products. Decarboxylation of phenylpyruvate gives phenylacetate, while a reduction reaction gives phenyllactate. The phenylacetate can be further conjugated with glutamine to give phenylacetyl glutamine. All of these metabolites can be detected in serum and urine of PKU patients. Phenyl acetate is also produced endogenously as the metabolite of 2-Phenylethylamine, which is mainly metabolized by monoamine oxidase to form phenyl acetate. 2-phenylethylamine is an ""endogenous amphetamine"" which may modulate central adrenergic functions, and the urinary phenyl acetate levels have been postulated as a marker for depression. Phenylacetate is also found in essential oils, e.g. neroli, rose oil, free and as esters' and in many fruits. As a result it is used as a perfumery and flavoring ingredient.",2018-08-16 02:02:17 UTC,2019-05-22 02:17:40 UTC,-3.31,-4.18,-1.38,-4.05,-3.52,-2.95,-2.02,,,,
147,L-Phenylalanine,Phenylalanine,4,Zwitterions,6,"Amino acids, peptides, and analogues",8,-3,-10.08,-2.08,165,9.13,Phenylalanine,6140,HMDB00159,17295,DB00120,C00079,PHE,"SLC7A5(s), SLC7A8, SLC16A10(i), SLC15A1(i,inducer)",,"Cytoplasm, Extracellular, Mitochondria","Phenylalanine is an essential amino acid and the precursor for the amino acid tyrosine. Like tyrosine, it is the precursor of catecholamines in the body (tyramine, dopamine, epinephrine and norepinephrine). The psychotropic drugs (mescaline, morphine, codeine, and papaverine) also have phenylalanine as a constituent. Phenylalanine is a precursor of the neurotransmitters called catecholamines, which are adrenalin-like substances. Phenylalanine is highly concentrated in the human brain and plasma. Normal metabolism of phenylalanine requires biopterin, iron, niacin, vitamin B6, copper and vitamin C. Phenylalanine is highly concentrated in high protein foods, such as meat, cottage cheese and wheat germ. A new dietary source of phenylalanine is artificial sweeteners containing aspartame. Phenylalanine can be an effective pain reliever. Its use in premenstrual syndrome and Parkinson's may enhance the effects of acupuncture and electric transcutaneous nerve stimulation (TENS). Phenylalanine and tyrosine, like L-dopa, produce a catecholamine effect. Phenylalanine is better absorbed than tyrosine and may cause fewer headaches.",2018-08-16 02:02:17 UTC,2019-05-22 02:17:38 UTC,-10.51,-10.53,-3.15,-6.05,-4.01,-3.63,-3.57,,,,
148,Phenytoin,Phenytoin,1,Neutral,3,Organoheterocyclic compounds,9,-4.6,-2.38,-2.38,252,Phenytoin,1775,HMDB14397,8107,DB00252,C07443,,"SLCO1C1(i), SLCO1B1(i), SLCO1B3(i), SLC22A1(i)","ABCB1(s), ABCC2(s,stim)","Cytoplasm, Extracellular, Membrane","Phenytoin is an anticonvulsant that is used in a wide variety of seizures. It is also an anti-arrhythmic and a muscle relaxant. The mechanism of therapeutic action is not clear, although several cellular actions have been described including effects on ion channels, active transport, and general membrane stabilization. ",2018-08-16 02:02:17 UTC,2019-03-21 00:34:18 UTC,-3.42,-3.42,-3.42,-4.09,-4.09,-3.73,-3.81,,,,,
149,4-Hydroxybenzoic acid,p-Hydroxybenzoic_acid,3,Acids,4,Benzenoids,1,-0.6,-6.08,-3.27,138,4.54,4-Hydroxybenzoic acid,135,HMDB00500,30763,,C00156,PHB,,,"Cytoplasm, Mitochondria","4-Hydroxybenzoic acid, or p-hydroxybenzoic acid, is a phenolic derivative of benzoic acid. It a white crystalline solid that is slightly soluble in water and chloroform, but well soluble in alcohols, ether, and acetone.",2018-08-16 02:02:17 UTC,2019-05-22 02:17:33 UTC,-5.96,-6.84,-4.25,-4.79,-4.32,-4.05,-4.53,,,,
150,Pindolol,Pindolol,2,Bases,3,Organoheterocyclic compounds,5,-3.5,-2.96,-0.86,248,9.54,Pindolol,4828,HMDB15095,8214,DB00960,C07445,,"SLC22A2(s), SLCO1B1(stim), SLC22A1(i), SLCO1B3(i)",,Membrane,"Pindolol is a moderately lipophilic beta blocker (adrenergic beta-antagonists). It is non-cardioselective and has intrinsic sympathomimetic actions, but little membrane-stabilizing activity. (From Martindale, The Extra Pharmocopoeia, 30th ed, p638)Pindolol non-selectively blocks beta-1 adrenergic receptors mainly in the heart, inhibiting the effects of epinephrine and norepinephrine resulting in a decrease in heart rate and blood pressure. By binding beta-2 receptors in the juxtaglomerular apparatus, Pindolol inhibits the production of renin, thereby inhibiting angiotensin II and aldosterone production and therefore inhibits the vasoconstriction and water retention due to angiotensin II and aldosterone, respectively.",2018-08-16 02:02:17 UTC,2019-05-22 02:17:40 UTC,-4.84,-3.95,-2.02,-4.48,-3.7,-3.2,-2.58,,,,
151,Pirenzepine,Pirenzepine,2,Bases,3,Organoheterocyclic compounds,3,-3.2,-5.64,-4.52,351,8.59,Pirenzepine,4848,HMDB14808,8247,DB00670,C07508,,,ABCB1(s),Membrane,"An antimuscarinic agent that inhibits gastric secretion at lower doses than are required to affect gastrointestinal motility, salivary, central nervous system, cardiovascular, ocular, and urinary function. It promotes the healing of duodenal ulcers and due to its cytoprotective action is beneficial in the prevention of duodenal ulcer recurrence. It also potentiates the effect of other antiulcer agents such as cimetidine and ranitidine. It is generally well tolerated by patients. ",2018-08-16 02:02:17 UTC,2019-05-22 02:17:40 UTC,-8.18,-6.42,-5.39,-5.41,-4.63,-4.49,-5.54,,,,
152,Piroxicam,Piroxicam,3,Acids,3,Organoheterocyclic compounds,6,-2,-8.08,-5.12,331,5.41,Piroxicam,54676228,HMDB14694,8249,DB00554,C01608,,"SLC22A6(i), SLC22A7(i), SLC22A8(i), SLC22A11(i), SLCO2B1(i), SLCO1B1(i), SLCO1B3(i)",ABCC2(i),"Cytoplasm, Extracellular, Membrane","Piroxicam is a cyclooxygenase inhibiting, non-steroidal anti-inflammatory agent  well established in treating rheumatoid arthritis and osteoarthritis and used for musculoskeletal disorders, dysmenorrhea, and postoperative pain. Its long half-life enables it to be administered once daily. The antiinflammatory effect of Piroxicam may result from the reversible inhibition of cyclooxygenase, causing the peripheral inhibition of prostaglandin synthesis. The prostaglandins are produced by an enzyme called Cox-1. Piroxicam blocks the Cox-1 enzyme, resulting into the disruption of production of prostaglandins. Piroxicam also inhibits the migration of leukocytes into sites of inflammation and prevents the formation of thromboxane A2, an aggregating agent, by the platelets.",2018-08-16 02:02:17 UTC,2019-05-22 02:17:40 UTC,-7.8,-8.68,-5.95,-5.3,-4.79,-4.7,-6.03,,,,
153,Pivalic acid,Pivalic_acid,3,Acids,5,Organic acids and derivatives,1,-2,-2.91,-0.39,102,4.83,Pivalic acid,6417,HMDB41992,45133,,,PIV,,,,"Pivalic acid is a carboxylic acid with a molecular formula of (CH3)3CCO2H. This colourless, odiferous organic compound is solid at room temperature. Relative to esters of most carboxylic acids, esters of pivalic acid are unusually resistant to hydrolysis. Some applications result from this thermal stability. Polymers derived from pivalate esters of vinyl alcohol are highly reflective lacquers. The pivaloyl  group is a protective group for alcohols in organic synthesis.",2018-08-16 02:02:18 UTC,2019-05-22 02:17:40 UTC,-3.05,-3.91,-1.59,-3.98,-3.58,-3.03,-2.2,,,,
