smarts,label
"[$(c(=[SX1])[$(n[#1,#6]),o,s]),$(c(=[SX1])a[$(n[#1,#6]),o,s]),$(c(=[SX1])aa[$(n[#1,#6]),o,s]),$(c(=[SX1])aaa[$(n[#1,#6]),o,s])]",Extended Functional Groups (EFG)
"[$(c(=N)[$(n[#1,#6]),o,s]),$(c(=N)a[$(n[#1,#6]),o,s]),$(c(=N)aa[$(n[#1,#6]),o,s]),$(c(=N)aaa[$(n[#1,#6]),o,s])]",Extended Functional Groups (EFG)
"[CX4&!$([CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I]))]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])([!#1!#6])([!#1!#6])[!#1!#6]",Extended Functional Groups (EFG)
"[#1,#6][CX4]([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])[OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])]",Extended Functional Groups (EFG)
"[CH1,$([CX4][#6])]([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])[NX3]([#1,*])[#1,*]",Extended Functional Groups (EFG)
[#6][#6X3](=[OX1])[#8X2][#6X3](=[OX1])[#6],Extended Functional Groups (EFG)
[CX3](=[OX1])[NX3][CX3](=[OX1]),Extended Functional Groups (EFG)
[CX3](=[OX1])[NX3H1][CX3](=[OX1]),Extended Functional Groups (EFG)
[CX3](=[OX1])[NX3H0][CX3](=[OX1]),Extended Functional Groups (EFG)
"[$([Cv4X4]([!#1!#6])([!#1!#6])([!#1!#6])[!#1!#6]),$([CX3](=[!#1!#6])([!#1!#6])[!#1!#6]),$([CX2](=[!#1!#6])=[!#1!#6]),$([CX2](#[!#1!#6])[!#1!#6])]",Extended Functional Groups (EFG)
"[$([CX3](=[OX1])([!#1!#6])[!#1!#6])&!$([CX3](=[OX1])([#7,#16X2,#15,#5])[#8X2,#16X2,#7,#15,#5])]",Extended Functional Groups (EFG)
"[OH1][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[OX1,SX1,NX2])][OX2][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",Extended Functional Groups (EFG)
"[#6][OX2][CX3](=[OX1])[F,Cl,Br,I]",Extended Functional Groups (EFG)
"[$([CX3](=[SX1])([!#1!#6])[!#1!#6])&!$([CX3](=[SX1])([#7,#16X2,#15,#5])[#8X2,#16X2,#7,#15,#5]),$([CX3](=[OX1])([!#1!#6])[SX2])&!$([CX3](=[OX1])([#7,#15,#5])[#8X2,#16X2,#7,#15,#5])]",Extended Functional Groups (EFG)
"[$([OH1,SH1][CX3](=[SX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([OH1][CX3](=[OX1])[SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([SH1][CX3](=[SX1,OX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])])]",Extended Functional Groups (EFG)
"[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])])]",Extended Functional Groups (EFG)
"[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[F,Cl,Br,I]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[F,Cl,Br,I])]",Extended Functional Groups (EFG)
"[NX3]([#1,*])([#1,*])[CX3](=[OX1])[!#1!#6!#16!$([Pv5])]",Extended Functional Groups (EFG)
[OH1][CX3](=[OX1])[NX3],Extended Functional Groups (EFG)
"[#6][OX2][CX3](=[OX1])[NH2,NH1,NX3]",Extended Functional Groups (EFG)
"[F,Cl,Br,I][CX3](=[OX1])[NX3]",Extended Functional Groups (EFG)
"[$([NX3&!$([NX3]([CX3]=[SX1])[CX3]=[OX1,SX1,NX2])][CX3](=[SX1])[!#1!#6!#7!$([Pv5])]),$([NX3&!$([NX3]([CX3]=[OX1])[CX3]=[OX1,SX1,NX2])][CX3](=[OX1])[SH1,SX2])]",Extended Functional Groups (EFG)
"[$([OH1,SH1][CX3](=[SX1])[NX3]),$([SH1][CX3](=[OX1])[NX3])]",Extended Functional Groups (EFG)
"[$([#6][OX2,SX2][CX3](=[SX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[CX3]=[OX1,SX1])]),$([#6][SX2][CX3](=[OX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[CX3]=[OX1,SX1])])]",Extended Functional Groups (EFG)
"[F,Cl,Br,I][CX3](=[SX1])[NX3]",Extended Functional Groups (EFG)
"[NX3&!$([NX3]([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[CX3]([OX2])=[NX2][#1,#6]",Extended Functional Groups (EFG)
"[NX3&!$([NX3]([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[CX3]([S&!$([SX2]([CX3]=N)C=C)])=[NX2][#1,#6]",Extended Functional Groups (EFG)
"N[CX3](=[NX2][#1,#6])N",Extended Functional Groups (EFG)
"[$([NX3][CX3](=[OX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[OX1])[NX3]N=C)]",Extended Functional Groups (EFG)
"[$([NX3][CX3](=[SX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[SX1])[NX3]N=C)]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[OX1,SX1])][$([NX2]=[NX2+]=[NX1-]),$(N=[NX2+]=N),$([NX2-]-[NX2+]#[NX1]),$([NX2]=[NX2]#[NX1])]",Extended Functional Groups (EFG)
[#6][NX2]=[NX2][#6],Extended Functional Groups (EFG)
"[#6&!$([CX3]=[OX1,SX1])][NX2+]#[NX1]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[OX1,SX1])][$([NX2+]#[CX1-]),$([NX2]#[CX1])]",Extended Functional Groups (EFG)
[#6][OX2][CX2]#[NX1],Extended Functional Groups (EFG)
[#6][NX2]=[CX2]=[OX1],Extended Functional Groups (EFG)
[#6][SX2][CX2]#[NX1],Extended Functional Groups (EFG)
[#6][NX2]=[CX2]=[SX1],Extended Functional Groups (EFG)
"[#1,#6&!$([CX3]=[OX1,SX1])][NX2]=[CX2]=[NX2][#1,#6&!$([CX3]=[OX1,SX1])]",Extended Functional Groups (EFG)
"[#6,#7][NX2]=[OX1]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[OX1,SX1])][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[OX1,SX1])][OX2][NX2]=[OX1]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[OX1,SX1])][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]",Extended Functional Groups (EFG)
[!#1!#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6],Extended Functional Groups (EFG)
"[OH1,O-][Sv6X4](=[OX1])(=[OX1])[OX2,O-]",Extended Functional Groups (EFG)
"[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OH1,O-]",Extended Functional Groups (EFG)
[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6],Extended Functional Groups (EFG)
[#6][OX2][Sv6X4](=[OX1])(=[OX1])N,Extended Functional Groups (EFG)
"[OH1,O-][Sv6X4](=[OX1])(=[OX1])N",Extended Functional Groups (EFG)
N[Sv6X4](=[OX1])(=[OX1])N,Extended Functional Groups (EFG)
"[!#1!#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]",Extended Functional Groups (EFG)
[#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6],Extended Functional Groups (EFG)
"[#6][Sv6X4](=[OX1])(=[OX1])[OH1,O-]",Extended Functional Groups (EFG)
[#6][Sv6X4](=[OX1])(=[OX1])[OX2][#6],Extended Functional Groups (EFG)
[#6][Sv6X4](=[OX1])(=[OX1])N,Extended Functional Groups (EFG)
"[#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]",Extended Functional Groups (EFG)
"[#6][Sv6X4](=[OX1,SX1,NX2])(=[OX1,SX1,NX2])[#6]",Extended Functional Groups (EFG)
[#6][Sv4X3](=[OX1])[#6],Extended Functional Groups (EFG)
[#6][Sv4X3](=[OX1])[!#1!#6],Extended Functional Groups (EFG)
"[#6][Sv4X3](=[OX1])[OH1,O-]",Extended Functional Groups (EFG)
[#6][Sv4X3](=[OX1])[OX2][#6],Extended Functional Groups (EFG)
"[#6][Sv4X3](=[OX1])[F,Cl,Br,I]",Extended Functional Groups (EFG)
"[#6][Sv4X3](=[OX1])[NX3&!$([NX3][CX3]=[OX1,SX1,NX2])]",Extended Functional Groups (EFG)
[#6][Sv2X2][!#6!#1!S],Extended Functional Groups (EFG)
"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OH1]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OX2][#6]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][F,Cl,Br,I]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][NX3]([#6&!$([CX3]=[OX1,SX1,NX2])])[#6&!$([CX3]=[OX1,SX1,NX2])]",Extended Functional Groups (EFG)
"[#6&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]",Extended Functional Groups (EFG)
"[C&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]",Extended Functional Groups (EFG)
c[Sv2H1],Extended Functional Groups (EFG)
"[OX1]=[Pv5X4]([H,!#6!$([SX2])])([H,!#6!$([SX2])])[H,!#6!$([SX2])]",Extended Functional Groups (EFG)
[OX1]=[Pv5X4]([OH1])([O])[O],Extended Functional Groups (EFG)
[OX1]=[Pv5X4]([OX2][#6])([!#6!$([SX2])])[!#6!$([SX2])],Extended Functional Groups (EFG)
"[OX1]=[Pv5X4]([F,Cl,Br,I])([!#6!$([SX2])])[!#6!$([SX2])]",Extended Functional Groups (EFG)
[OX1]=[Pv5X4]([NX3])([!#6!$([SX2])])[!#6!$([SX2])],Extended Functional Groups (EFG)
"[$([SX1]=[Pv5X4]([H,!#6])([H,!#6])[H,!#6]),$([OX1]=[Pv5X4]([SX2])([H,!#6])[H,!#6])]",Extended Functional Groups (EFG)
"[$([SX1]=[Pv5X4]([OH1,SH1])([O,S])[O,S]),$([OX1]=[Pv5X4]([SH1])([O,S])[O,S])]",Extended Functional Groups (EFG)
"[$([SX1]=[Pv5X4]([OX2,SX2][#6])([!#6])[!#6]),$([OX1]=[Pv5X4]([SX2][#6])([!#6])[!#6])]",Extended Functional Groups (EFG)
"[$([SX1]=[Pv5X4]([F,Cl,Br,I])([!#6])[!#6]),$([OX1]=[Pv5X4]([F,Cl,Br,I])([SX2,SH1])[!#6])]",Extended Functional Groups (EFG)
"[$([SX1]=[Pv5X4]([NX3])([!#6])[!#6]),$([OX1]=[Pv5X4]([NX3])([SX2,SH1])[!#6])]",Extended Functional Groups (EFG)
[OX1]=[Pv5X4]([#6])([!#6])[!#6],Extended Functional Groups (EFG)
[OX1]=[Pv5X4]([#6])([OH1])O,Extended Functional Groups (EFG)
[OX1]=[Pv5X4]([#6])([OX2][#6])[!#6],Extended Functional Groups (EFG)
[Pv3X3]([#6])([#6])[#6],Extended Functional Groups (EFG)
[Pv5X4](=[OX1])([#6])([#6])[#6],Extended Functional Groups (EFG)
[Bv3X3]([#6])([!#6])[!#6],Extended Functional Groups (EFG)
"[BX3]([#6])([OH1,SH1])[O,S]",Extended Functional Groups (EFG)
"[BX3]([#6])([OX2][#6])[H,!#6]",Extended Functional Groups (EFG)
[CX2]#[CX2],Extended Functional Groups (EFG)
[a!r0],Extended Functional Groups (EFG)
c1ccccc1,Extended Functional Groups (EFG)
[*R]~[*R&!#6]~[*R],Extended Functional Groups (EFG)
[a!#6!r0],Extended Functional Groups (EFG)
"[OH1][CX3](=[OX1])[CX4]([#1,#6])([#1,#6])[NH2,$([NH1]([#6])[#6])&!$([NH1](CC(=O)[OH1])[CX3]=[OX1,SX1])]",Extended Functional Groups (EFG)
"[OH1][CX3](=[OX1])[CX4]([OH1])[#1,#6]",Extended Functional Groups (EFG)
"[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])[CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])",Extended Functional Groups (EFG)
"[CX4]([SH1])([#1,#6])([#1,#6])[CX4]([SH1])([#1,#6])([#1,#6])",Extended Functional Groups (EFG)
"[SH1][CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])",Extended Functional Groups (EFG)
"[OH1][CX3](=[OX1])[CX3](=[OX1])[#1,#6]",Extended Functional Groups (EFG)
[OH1][CX3](=[OX1])[CX3]=[CX3],Extended Functional Groups (EFG)
"[$(c([SH1])c([SH1])),$(c([SH1])[aR1]c([SH1])),$(c1([SH1])aac([SH1])aa1)]",Extended Functional Groups (EFG)
"[$(c([OH1])c[NX3]([#1,#6])[#1,#6]),$(c([OH1])[aR1]c[NX3]([#1,#6])[#1,#6]),$(c1([OH1])aac([NX3]([#1,#6])[#1,#6])aa1)]",Extended Functional Groups (EFG)
"[$(c([SH1])c[NX3]([#1,#6])[#1,#6]),$(c([SH1])[aR1]c[NX3]([#1,#6])[#1,#6]),$(c1([SH1])aac([NX3]([#1,#6])[#1,#6])aa1)]",Extended Functional Groups (EFG)
"a[F,Cl,Br,I]",Extended Functional Groups (EFG)
"[CX4][F,Cl,Br,I] AND NOT [$([CX4]([F,Cl,Br,I])[CX3]=[CX3]),$([CX4]([F,Cl,Br,I])[CX2]#[CX2]),$([CX4]([F,Cl,Br,I])a)]",Extended Functional Groups (EFG)
"[NX3H2][c,CX4&!$([CX4]([NH2])[O,N,S,P])]",Extended Functional Groups (EFG)
"[NX3H1]([c,CX4&!$([CX4]([NX3H1])[O,S,N,P])])[c,CX4&!$([CX4]([NX3H1])[O,S,N,P])]",Extended Functional Groups (EFG)
"[NX3]([c,CX4&!$([CX4]([NX3])[O,S,N,P])])([c,CX4&!$([CX4]([NX3])[O,S,N,P])])[c,CX4&!$([CX4]([NX3])[O,S,N,P])]",Extended Functional Groups (EFG)
[#6X3](=[OX1])[#8X2][#6X3](=[OX1]),Extended Functional Groups (EFG)
[CX3]=[CX3][CX3]=[CX3],Extended Functional Groups (EFG)
[CX3]=[CX3][CX4][CX3]=[CX3],Extended Functional Groups (EFG)
"[F,Cl,Br,I][CX3]=[CX3]",Extended Functional Groups (EFG)
"[CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I]) AND NOT [CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I])",Extended Functional Groups (EFG)
"[F,Cl,Br,I][CX2]#[CX2]",Extended Functional Groups (EFG)
"a[CX4][F,Cl,Br,I]",Extended Functional Groups (EFG)
a[CX4]F,Extended Functional Groups (EFG)
a[CX4]Cl,Extended Functional Groups (EFG)
a[CX4]Br,Extended Functional Groups (EFG)
a[CX4]I,Extended Functional Groups (EFG)
"[#3,#11,#19,#37,#55,#87]",Extended Functional Groups (EFG)
"[#4,#12,#20,#38,#56,#88]",Extended Functional Groups (EFG)
"[#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#72,#73,#74,#75,#76,#77,#78,#79,#80,#104,#105,#106,#107,#108,#109,#110,#111,#112]",Extended Functional Groups (EFG)
"[#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71]",Extended Functional Groups (EFG)
"[#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100,#101,#102,#103]",Extended Functional Groups (EFG)
"[#13,#31,#49,#50,#81,#82,#83,#113,#114,#115,#116]",Extended Functional Groups (EFG)
"[#5,#14,#32,#33,#51,#52,#84]",Extended Functional Groups (EFG)
"[#1,#6,#7,#8,#15,#16,#34,#9,#17,#35,#53,#85,#117,#2,#10,#18,#36,#54,#86,#118]",Extended Functional Groups (EFG)
"[#9,#17,#35,#53,#85,#117]",Extended Functional Groups (EFG)
"[#2,#10,#18,#36,#54,#86,#118]",Extended Functional Groups (EFG)
"[#8,#16,#34,#52,#84,#116]",Extended Functional Groups (EFG)
"[#7,#15,#33,#51,#83]",Extended Functional Groups (EFG)
"[#6,#14,#32,#50,#8,#114]",Extended Functional Groups (EFG)
"[CX3]([#1,#6])([#1,#6])=[CX3]([SX2][#6&!$([CX3]([OX2])=[OX1,SX1,NX2,C])])[#1,#6]",Extended Functional Groups (EFG)
"[CX3]([#1,#6])([#1,#6])=[CX3]([SH1])[#1,#6]",Extended Functional Groups (EFG)
"[CX3]([#1,#6])([SH1])=[CX3]([#1,#6])([SH1])",Extended Functional Groups (EFG)
[CX2]#[CX2][OH1],Extended Functional Groups (EFG)
[CX2]#[CX2][SH1],Extended Functional Groups (EFG)
"[$([#6X3]1=,:[#6X3]-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])),$([#6X3]1(=[OX1])-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1)]",Extended Functional Groups (EFG)
"[$([#6X3]1=,:[#6X3]-,:[#6X3](=[SX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])),$([#6X3]1(=[OX1])-,:[#6X3](=[OX1,SX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1)]",Extended Functional Groups (EFG)
"n1c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[n;R1]c([F,Cl,Br,I])cc1([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])",Promiscuity
NC(COP(O)(O)=O)C(O)=O,Promiscuity
NC(C(C)OP(O)(O)=O)C(O)=O,Promiscuity
NC(Cc1ccc(OP(O)(O)=O)cc1)C(O)=O,Promiscuity
S(=O)(=O)C#N,Promiscuity
C(F)(F)(F)C(=O)S,Promiscuity
"[n;R1]1c([F,Cl,Br,I])[c;!$(c-N)]nc([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c-N)]1",Promiscuity
"[#6]1~[$(C(=O)),$(S(=O))]~[O,S,N]~[$(C(=O)),$(S(=O))]1",Promiscuity
"[n,o,s]1c([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])c([$(S(=O)(=O)),$([F,Cl]),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))])nc1([Cl,Br,I])",Promiscuity
C([N;H1]([O;D1]))=O,Promiscuity
NC(C[S;D1])C(O)=O,Promiscuity
"O(-S(=O)(=O))C=[$(C(S(=O)(=O))),$(C(C(F)(F)(F))),$(C(C#N)),$(C(N(=O)(=O))),$(C([N+](=O)[O-])),$(C(C(=O)));!$(C(N))]",Promiscuity
C(=O)-C#N,Promiscuity
C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),Promiscuity
"[C;!R]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])=[C;!R]([C;!R](=O))([!$([#8]);!$([#7])])",Promiscuity
"n1c[n;R1]c([F,Cl,Br,I])[#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])c1",Promiscuity
"[$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-])]-[CH,CH2]-[Cl,Br,I,$(O(S(=O)(=O)))]",Promiscuity
"[n;R1]1c([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])ncc1",Promiscuity
"[C,c]~[#5]",Promiscuity
"[N,n]~[S;!R;D2]~[N,n]",Promiscuity
"[$(N(-C(=O))(-C(=O))(-S(=O))),$(n([#6](=O))([#6](=O))([#16](=O)))]",Promiscuity
"[C;!$(C-N)](=O)n1[c;H1,$([#6]([*;!R]))]n[c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))]1",Promiscuity
"S(=O)Oc1c([Cl,F])[cH1,$(c[F,Cl])]c([F,Cl])[cH1,$(c[F,Cl])]c1([F,Cl])",Promiscuity
"C1~[O,S]~N1",Promiscuity
"[S;D3](-N)(-[c,C])(-[c,C])",Promiscuity
"[n;R1]1[c;!$(c=O)]([F,Cl,Br,I])c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c-N)]c[c;!$(c-N)]1",Promiscuity
"[n;R1]1[c;!$(c=O)]([F,Cl,Br,I])c[c;!$(c-N)]c([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])[c;!$(c=O);!$(c-N)]1",Promiscuity
"C([Cl,Br,I,$(O(S(=O)(=O)))])=C([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])",Promiscuity
"[$([#16&D3]),$([#16&D4])]=,:[#6]",Promiscuity
c1c([N;D1])c([N;D1])c[cH1][cH1]1,Promiscuity
"[$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naaaa1),$(c([C;!R;!$(C-[N,O,S]);!$(C-[H])](=O))1naa[n,s,o]1)]",Promiscuity
[$(C(=O));!$(C-N);!$(C-O);!$(C-S)]C(Cl)(Cl)(Cl),Promiscuity
P~P,Promiscuity
"[C;H2](F)C(=O)[O,N,S]",Promiscuity
P(=O)-[O;!R]-a,Promiscuity
"[C;X4](-[OH,NH1,NH2,SH])(-C#N)",Promiscuity
"O=COC=[$(C(S(=O)(=O))),$(C(C(F)(F)(F))),$(C(C#N)),$(C(N(=O)(=O))),$(C([N+](=O)[O-])),$(C(C(=O)));!$(C(N))]",Promiscuity
"[S;D2]([$(N(=C)),$(N(-S(=O)(=O))),$(N(-C(=O)))])",Promiscuity
"C(=[#7])([Cl,Br,I,$(O(S(=O)(=O)))])",Promiscuity
"[$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C(=O))]C#[C;!$(C-N);!$(C-n)]",Promiscuity
"[C;!$(C-N)](=O)n1n[c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))][c;H1,$(c([*;!R]))]1",Promiscuity
"[!#6;!#1;!#11;!#19]O(S(=O)(=O)(-[C,c]))",Promiscuity
"[$(N(-C(=O))(-C(=O))(-C(=O))),$(n([#6](=O))([#6](=O))([#6](=O)))]",Promiscuity
"[C,c][C;!R](=O)[N;!R][C;!R](=O)[C,c]",Promiscuity
"[n;R1]1[c;!$(c=O);!$(c-N)][#6]([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])c([F,Cl,Br,I])c[c;!$(c=O);!$(c-N)]1",Promiscuity
"[#7;R1]1=,:[#7;R1]-,:[#7;R1](-C(=O))-,:[#6]=,:[#6]1",Promiscuity
C(=O)!@C(=O),Promiscuity
C(F)(F)(F)C(=O)O,Promiscuity
"c1(C=O)c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c([Br,Cl,I])c1(C=O)",Promiscuity
"C([$([N+](=O)[O-]),$(N(=O)=O)])([$([N+](=O)[O-]),$(N(=O)=O)])([$([N+](=O)[O-]),$(N(=O)=O)])",Promiscuity
"[n;R1]1c([F,Cl,Br,I])ncc([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])c1",Promiscuity
"[C,c][C;H1](=O)",Promiscuity
"[N,n,O,S;!$(S(=O)(=O))]-C([Cl,Br,I,$(O(S(=O)(=O)))])(C)(C)",Promiscuity
[S;D2](-[N;!$(N(=C));!$(N(-S(=O)(=O)));!$(N(-C(=O)))]),Promiscuity
"[n;R1]1c([F,Cl,Br,I])ccc([$(S(=O)(=O)),$(C(F)(F)(F)),$(C#N),$(N(=O)(=O)),$([N+](=O)[O-]),$(C=O)])n1",Promiscuity
OS(=O)(=O)(C(F)(F)(F)),Promiscuity
O=C2CC(a3aaaaa3)Oa1aaaaa12,Promiscuity
"[O,N,S;!$(S~O)]!@[C;H1;X4]!@[O,N,S;!$(S~O)]",Promiscuity
C(=C)1SC(=S)NC(=O)1,Promiscuity
"[$(N#[N+]-[N-]),$([N-]=[N+]=N)]",Promiscuity
P(=O)ON,Promiscuity
[N;!R]-[N;!R]-[N;!R],Promiscuity
S(=O)(=O)N=C1C=CC(=NS(=O)(=O))C=C1,Promiscuity
C1(Cl)(Cl)C(Cl)C(Cl)=C(Cl)C1(Cl),Promiscuity
[Si]~[!#6],Promiscuity
"[CH1,$(C(-[Cl,Br,I]))]1=CC(=[O,N,S;!R])C(=[O,N,S])C=[CH1,$(C(-[Cl,Br,I]))]1",Promiscuity
O=C1OC(C)(C)OC(C1)=O,Promiscuity
"[$(C(=O)),$(S(=O)(=O))][O,S](S(=O)(=O))",Promiscuity
"[C;X4](-[Cl,Br,I,$(O(S(=O)(=O)[!$(N);!$([O&D1])]))])(-[c,C])(-[c,C])(-[c,C])",Promiscuity
a-N=N-[N;H2],Promiscuity
"C(-[Cl,Br,I])(-[Cl,Br,I])=C(-[Cl,Br,I])(-[N,O,S])",Promiscuity
[S;D2][O;D2],Promiscuity
"O=C(-[!N])O[$([#7;+]),$(N(C=[O,S,N])(C=[O,S,N]))]",Promiscuity
[N;!$(N-S(=O)(=O));!$(N-C=O)]-[N;!r3;!$(N-S(=O)(=O));!$(N-C=O)]-[N;!$(N-S(=O)(=O));!$(N-C=O)],Promiscuity
"a1[cH1]c([O,S;D1])[cH1]ac([O,S;D1])1",Promiscuity
[$(C=N[O;D1]);!$(C=[N+])][#6][#6],Promiscuity
"[O,N,S;!$(S~O)]!@[CH2]!@[O,S,N;!$(S~O)]",Promiscuity
[N;X3;!$(N-S(=O)(=O));!$(N-C(F)(F)(F));!$(N-C#N);!$(N-C(=O));!$(N-C(=S));!$(N-C(=N))]-[N;X3;!$(N-S(=O)(=O));!$(N-C(F)(F)(F));!$(N-C#N);!$(N-C(=O));!$(N-C(=S));!$(N-C(=N))],Promiscuity
[N+]#[C-],Promiscuity
