SMILES,Caco-2Papp(× 10x6cm/s),LogPapp Value
CC(Nc1cc(Cl)ccc1C(=O)O)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C,15,1.176091259
CC(C)(C)C[C@@H](O)C(=O)N1NCC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3,15,1.176091259
CC(C)(C)[C@@H](O)C(=O)N1N=CC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3,15,1.176091259
Fc1cnc(c2[nH]cc(C(=O)C(=O)N3CCN(CC3)C(=O)c4ccccc4)c12)n5ccnn5,14.9,1.173186268
CCCCc1ccc(cc1)c2nc(C)c(s2)c3ccnc(N)n3,14.9,1.173186268
Cc1ccc(NS(=O)(=O)c2ccc3NC(=O)CCc3c2)cc1C,14.9,1.173186268
CC1=NNC(=O)C=C1c2ccc(OC3CCN(CC3)C4CCC4)cc2,14.9,1.173186268
COc1ccc(c2nocn2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,14.8,1.170261715
CO[C@@H]1CC[C@H](CC1)N2CC(=O)Nc3ncc(nc23)c4ccc(nc4C)c5nc[nH]n5,14.8,1.170261715
CN1C(=O)N(C(=O)[C@]12CN(C[C@H]2c3ccc(cc3)C#N)c4ccc(cn4)C(=O)O)c5cc(Cl)cc(Cl)c5,14.8,1.170261715
CCCCCC(C)(C)Nc1ncccc1C(=O)NCC=C,14.7,1.167317335
CC1Cc2ccccc2C=C1c3cccnc3,14.7,1.167317335
CC(C)(C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2cccc3ccccc23,14.67,1.166430114
O=C(NC1(CCCC1)C(=O)N[C@H](CCCN2CCN(CC3CCOCC3)CC2)Cc4ccccc4)c5ccc6ccccc6c5,14.65,1.165837625
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](CC(C)C)N(C)C1=O,14.65,1.165837625
O=C(NC1(CCCC1)C(=O)N[C@@H](CCCN2CCN(CC3CCOCC3)CC2)Cc4ccccc4)c5ccc6ccccc6c5,14.6,1.164352856
CC(=O)c1ccc(cc1)N2CCN(CC2)S(=O)(=O)c3ccc4NC(=O)Cc4c3,14.6,1.164352856
C1Cc2ccccc2C=C1c3cccnc3,14.6,1.164352856
CNC(=O)c1ccc2nc(n(C)c2c1)C(F)(F)F,14.58,1.163757524
C[C@@H]1C[C@@]1(C(=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c3cccc4ccccc34,14.52,1.161966616
OC(=O)c1oc(cc1)c2ccc(C(=S)NCc3ccc(cc3)c4ccnn4c5ccc(Cl)c(Cl)c5)c(Cl)c2,14.5,1.161368002
O.Cl.C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc3ccc(F)cc3)C(=O)NCCCc4ccccc4O1,14.5,1.161368002
COc1ccc(cc1)n2nc(c3CCN(C(=O)c23)c4ccc(cc4)C5(CC5)C6=NCCO6)C(F)(F)F,14.5,1.161368002
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CS(=O)(=O)C)CC5,14.5,1.161368002
CCOP(=O)(OCC)c1ccc(cc1)[C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)CC=C)[C@@H]4CCC5=CC(=O)CCC5=C24,14.5,1.161368002
Cc1ncc(CN[C@@H]2CCN(CCN3C(=O)C=Cc4ccc(cc34)C#N)C[C@@H]2F)cc1C#N,14.5,1.161368002
Cc1nc(NC(=O)N2CCC[C@@]2(C)C(=O)N)sc1c3csc(n3)C(C)(C)C,14.5,1.161368002
CC[C@H](C)[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)[C@@H](C)N(C)C1=O,14.5,1.161368002
CC(C)(O)CCCn1c(CN2C(=O)N(C3CC3)c4ccncc24)nc5ccccc15,14.5,1.161368002
CC(=O)NCc1ccc(c(Cl)c1)c2ccc(cc2)N3CCOc4ncnc(N)c4C3=O,14.5,1.161368002
C[S+]([O-])Cc1ccc(C(=O)Nc2nccnc2C(=O)NCC3CCC3)c4ccccc14,14.5,1.161368002
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,14.5,1.161368002
[Na+].COc1ccc(nc1)c2ccc(OCc3cc(oc3C)C(=O)[N-]S(=O)(=O)c4ccccc4C)cc2,14.5,1.161368002
COC1=C(C=C(C=C1)C=C2CNCC(=CC3=CC(=C(C=C3)OC)OC)C2=O)OC,14.4,1.158362492
Oc1ccc(cc1)c2cc(cs2)c3cccc(O)c3,14.4,1.158362492
COc1cc(ccc1O)C2Oc3ccc4C(=O)c5ccccc5Oc4c3OC2CO,14.4,1.158362492
CCOc1ccc(Cc2cc([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2C)cc1,14.4,1.158362492
Fc1ccc(cc1)C2CCN(CCc3cnn(c3)c4nccc5C(=O)NC=Nc45)CC2,14.33,1.15624619
O=C1NC=Cc2cc(O[C@H]3CCCNC3)ccc12,14.3,1.155336037
COc1ccc(cc1)n2nc(c3CCN(C(=O)c23)c4ccc(cc4)C5(CN6CCOCC6)CC5)S(=O)(=O)C.OC(=O)C(F)(F)F,14.3,1.155336037
CN(C(=O)Nc1ccc2c(c[nH]c2c1)c3ccncc3)c4ccccc4,14.3,1.155336037
CC(C)C[C@H](NC(=S)Nc1ccccc1)C(=O)N[C@H]2CCOC2O,14.3,1.155336037
CC[C@H](C)[C@H](NC(=O)C1SC(C)(C)SC1C(=O)O)C(=O)O,14.25,1.153814864
Cn1c(S)nc2ccc(Cl)cc12,14.1,1.149219113
CC(C)NC(=O)CN1C(=O)c2cc(ccc2N=C1c3cccc(Cl)c3)c4cccc(CN5CCCCC5)c4,14.1,1.149219113
C[C@]1(CCCN1c2nc(Nc3cc([nH]n3)C4CC4)c5cccn5n2)C(=O)Nc6ccc(F)nc6,14.1,1.149219113
C(COc1ccc(cc1)c2cc3ccccn3c2)CN4CCCCC4,14.1,1.149219113
CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)C6=NN(C=C6)C)C(=O)NS(=O)(=O)C7(CC7)C)OC(C)C)OC,14,1.146128036
Oc1cccc(c1)c2ccc3c(c(O)ccc3c2)c4cccnc4,14,1.146128036
O[C@H](COc1cc(F)ccc1C(=O)N2CC[C@H](O)C2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,14,1.146128036
NC(=O)Nc1ccccc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,14,1.146128036
CS(=O)(=O)Cn1cnc2c(nc(cc12)c3cccc4[nH]ccc34)N5CCOCC5,14,1.146128036
COCCN(Cc1cc(cc2C(=O)C=C(Oc12)N3CCO[C@H](C)C3)C(=O)N(C)C)c4cc(F)cc(F)c4,14,1.146128036
COCCCNC(=O)c1nc(cnc1N)c2ccc(cc2)S(=O)(=O)N3CCN(C)CC3,14,1.146128036
COc1ccccc1c2ccc(cc2)[C@@]3(C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)C(=O)NS(=O)(=O)C6CC6)OC,14,1.146128036
COc1cc(Nc2nc3N(Cc4ccccc4C)C(=O)CCn3n2)ccc1c5cnnc(C)c5,14,1.146128036
CNc1ccc(cn1)C2=NC(=O)N(C(C)CC3CCCO3)c4c2oc5ncc(cc45)c6cnn(C)c6,14,1.146128036
CNc1c(C)c(C)nc2cc(nn12)[C@@H]3CCCCN3C(=O)c4cc(C)ccc4NS(=O)(=O)C,14,1.146128036
CNC(=O)c1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,14,1.146128036
CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cnc(N)c(n3)C(=O)Nc4cccnc4,14,1.146128036
CN1CCN(CC1)c2ccc(cc2)n3cc(cn3)c4ccncc4OCC5CCNCC5,14,1.146128036
CN1C(=O)N(C(=C(NC(=O)c2c(C)c(O)c(C)c3CC(C)(C)Oc23)C1=O)N)c4cccc(C)c4,14,1.146128036
CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ccc(F)cn6)n(C)c4c3)ccc1\C=C\C(=O)O,14,1.146128036
CCOC(=O)N1CCN(CCCCCCCN2[C@@H]3CC[C@H]2C[C@H](C3)NC(=O)C4=Cc5ccccc5N(C(C)C)C4=O)CC1,14,1.146128036
CCCCC1N(CC2CCCCC2)C(=O)OC13CCN(CC3)C4(C)CCN(CC4)C(=O)c5c(C)cccc5C,14,1.146128036
CCc1nc(N)nc(N)c1c2ccc3OC(C)(CC)C(=O)N(CCCOC)c3c2,14,1.146128036
CCc1ccnc(c1)C(CC(=O)N2CCC(CC2)N3Cc4ccccc4NC3=O)Cc5cc(C)c6[nH]ncc6c5,14,1.146128036
Cc1nc2ccccc2c(c3ccc4OCCc5ccnc3c45)c1[C@H](OC(C)(C)C)C(=O)O,14,1.146128036
Cc1nc2cc(ccc2n1C)C3=NC(=O)N(CCC4CCCO4)c5c3oc6ncc(cc56)c7cnn(C)c7,14,1.146128036
CC1CCc2cccc(C[C@@](C)(N)C(=O)OCc3cc(CC1)nc(c3)N(C)S(=O)(=O)C)c2,14,1.146128036
CC1(C)NC(=O)c2cc(cc(F)c2NC1=O)S(=O)(=O)Nc3ccc(cc3)C(F)(F)F,14,1.146128036
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)N(C)C(=O)[C@@H](NC(=O)c4csc(n4)[C@@H](NC(=O)[C@@H]5CCCN5C1=O)[C@@H](C)CC)C(C)(C)C,14,1.146128036
CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4C[C@@H](O)CN5CCN(CC5)S(=O)(=O)C,14,1.146128036
CC(C)(F)c1onc(n1)[C@@H]2CCCN2C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F,14,1.146128036
CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c3ccc(cc3)C(F)(F)F)on1,14,1.146128036
C1CCN(C1)[C@@H]([C@H](N2CCCC2)c3ccccc3)c4ccccc4,14,1.146128036
C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=NNC(=O)C(C)(C)C3,14,1.146128036
C[C@@H](Nc1cc(F)cc(F)c1)c2cc(cc3C(=O)C=C(Oc23)N4CCO[C@@H](C)C4)C(=O)N(C)C,14,1.146128036
O=C(N1CCC(C1)c2cn[nH]c2)N3CCNc4ccccc34,13.9,1.1430148
COc1cccc(N2C(=O)N(C[C@H](N)c3ccccc3)C(=O)N(Cc4c(F)cccc4Br)C2=O)c1F,13.9,1.1430148
CN[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)N,13.9,1.1430148
CN(c1ccc(cc1)C(=O)C)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N,13.9,1.1430148
CCCCOC(=O)c1ccccc1c2ccc(CN3CCC(COC(=O)c4c5OCCCn5c6ccccc46)CC3)cc2.CS(=O)(=O)O,13.9,1.1430148
Cc1cccc(n1)C(=O)N[C@@H]2C[C@@H](C2)n3cnc(NC(=O)Cc4cccc5ccccc45)c3,13.9,1.1430148
CC(C)CCN1C(=O)N(CCC(C)C)c2ncccc2C1=O,13.9,1.1430148
CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CC(C)C)N(C)C1=O,13.9,1.1430148
CCCCCCOC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,13.88,1.142389466
Fc1cc(ccc1C(=O)NC2(CCCC2)C(=O)N[C@@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4)n6cccc6,13.8,1.139879086
COc1ccc2cncc(Cc3nc4N(CC(C)C)C(=O)N(C)C(=O)c4[nH]3)c2c1,13.8,1.139879086
CN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,13.8,1.139879086
Cc1ncn(n1)c2ncc(F)c3c(c[nH]c23)C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5,13.8,1.139879086
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,13.8,1.139879086
Oc1cccc(C[C@H]2COC(=O)[C@@H]2Cc3cccc(O)c3)c1,13.7,1.136720567
OC1(CCn2c(CN3C(=O)N(C4CC4)c5ccncc35)nc6ccccc26)CC1,13.7,1.136720567
COc1ccc(cc1)n2nc(C#N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CN6CCOCC6)CC5,13.7,1.136720567
CNc1nc2sc3c(NCCN4CCOCC4)ncnc3c2c5CC(C)(C)CCc15,13.7,1.136720567
Clc1ccc2oc(cc2c1)C(=O)NC3(CCCC3)C(=O)N[C@@H](CCCN4CCN(CC5CCOCC5)CC4)Cc6ccccc6,13.7,1.136720567
CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2cccs2,13.7,1.136720567
CC(=O)N1C[C@H](C[C@@H]1C(=O)N2CCCN(CC2)C3CCC3)Oc4cccc(F)c4,13.7,1.136720567
C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=CC(=O)N(N=C3)c4ccccn4,13.7,1.136720567
CC1(C)SC(C(S1)C(=O)O)C(=O)O,13.68,1.136086097
OC(=O)c1cc(ncn1)c2ccc(F)c(F)c2,13.6,1.133538908
O=C(NC1(CCCC1)C(=O)N[C@@H](CCCN2CCN(CC3CCOCC3)CC2)Cc4ccccc4)c5ccc(cc5)c6ccccc6,13.6,1.133538908
COc1cnc2C=CC(=O)N(CCN3CC[C@@H](NCc4cnc(C)c(c4)C#N)[C@@H](F)C3)c2c1,13.6,1.133538908
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCC(CC2)C(C)(C)CN(C)C,13.6,1.133538908
Cc1ncc(CNC2CCN(CCN3C(=O)C=Cc4ccc(cc34)C#N)CC2)cc1C#N,13.6,1.133538908
Cc1cc(C)c2c(N)c(sc2n1)C(=O)N,13.6,1.133538908
C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)C3CCCC3,13.6,1.133538908
COc1cc2ccccc2cc1C(=O)NC3(CCCC3)C(=O)N[C@H](CCCN4CCN(CC5CCOCC5)CC4)Cc6ccccc6,13.55,1.131939295
Fc1cnc(c2ocnc2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,13.5,1.130333768
COc1ccc2C=C(CCc2c1)c3cccnc3,13.5,1.130333768
COc1ccc(Cl)c(c1)S(=O)(=O)Nc2ccc(cc2)c3cnc4c(C)n[nH]c4n3,13.5,1.130333768
Cn1c2CC3CCC(N3)c2c4cc(ccc14)S(=O)(=O)n5ccc6ccccc56,13.5,1.130333768
CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,13.5,1.130333768
C[C@H](CS(=O)(=O)C)Nc1ncc2C=C(Oc3ccc(F)cc3F)C(=O)N(C)c2n1,13.5,1.130333768
C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=NNC(=O)C=C3,13.5,1.130333768
CC(C)Cn1cc(C#N)c2cc(Oc3ccc(NC(=O)[C@@H]4CCCN4)cc3)ccc12,13.41,1.127428778
Cc1ccc(F)cc1C(C)(C)C[C@@](O)(Cc2cc3cnccc3[nH]2)C(C)(C)C,13.4,1.127104798
CC1=Nc2c(cnn2c3cccc(C)c3)C(=O)N1c4ccc(Cl)cc4,13.4,1.127104798
CC1=C2C(=CC(=O)N1Cc3ccccn3)NN(C2=O)c4ccc(F)cc4Cl,13.4,1.127104798
Nc1n[nH]c2nc(cnc12)c3ccc(NS(=O)(=O)c4cccc(Cl)c4Cl)cc3,13.3,1.123851641
C1CCN(C1)[C@H]([C@@H](N2CCCC2)c3ccccc3)c4ccccc4,13.3,1.123851641
C1Cc2nc3ccnn3c(N4CC(C4)Oc5ccccc5)c2CCN1,13.3,1.123851641
Oc1ccc(cc1)c2ccc(cc2)c3n[nH]c4c3Cc5cc(ccc45)C(=O)NCc6ccccn6,13.26,1.122543524
COc1ccc(Oc2cc(ccc2NS(=O)(=O)C)[N+](=O)[O-])cc1,13.25,1.122215878
COc1cc(Sc2c([nH]c3ccccc23)n4cncn4)cc(OC)c1OC,13.25,1.122215878
CN(C)Cc1ccc2CN(CCc2c1)C(=O)c3cc4cc(Br)ncc4n3C,13.2,1.120573931
CC(C)NC[C@@H](C(=O)N1CCN(CC1)c2ncnc3CC[C@@H](C)c23)c4ccc(Cl)cc4,13.2,1.120573931
CC(C)(S)C(N)C(=O)O,13.12,1.117933835
OC1(C(=O)N(Cc2ccc(Cl)cc2)c3ccccc13)c4ccccc4,13.1,1.117271296
NC(=O)C1CCN(CC1)c2ncc(s2)c3ccc4OCCCOc4c3,13.1,1.117271296
CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)c4ccccc4)c(C)c23)c1,13.1,1.117271296
C[C@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@@]4(C)CC[C@H]23)NS(=O)(=O)N,13.1,1.117271296
CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)C6=NN(N=C6)C)C(=O)NS(=O)(=O)C7(CC7)C)OC(C)C)OC,13,1.113943352
CC1=C(C=CC2=C1N=C(N=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=CC=CC=C7)OC,13,1.113943352
CN1CCCCC=CC2CC2(NC(=O)C3CC(CC3C1=O)OC4=NC(=NC5=C4C=CC(=C5)OC)C6=CC=CC=C6)C(=O)NS(=O)(=O)C7CC7,13,1.113943352
CC(C)C1=CSC(=N1)C2=NC3=C(C=CC(=C3)OC)C(=C2)OC4CC5C(C4)C(=O)N(CCCCC=CC6CC6(NC5=O)C(=O)NS(=O)(=O)C7CC7)C,13,1.113943352
OC(=O)CCCN1C=C(C(=O)O)C(=O)c2c(\C=C\c3ccc(OCCCCOc4ccccc4)cc3)cccc12,13,1.113943352
O=C(N1CCN(CC1)c2ncccc2C#N)c3cccc(CC4=NNC(=O)c5ccccc45)c3,13,1.113943352
O=C(N[C@@H](Cc1ccccc1)c2oc(nn2)c3ccccc3)OCc4ccccc4,13,1.113943352
O[C@H](COc1cc(O)ccc1C(=O)N2CCCC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,13,1.113943352
Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5F)c6ccccc6CN7CC[C@@H](O)C7)C(F)(F)F,13,1.113943352
NC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3cncc(n3)C(=O)N,13,1.113943352
Fc1ccc(nc1)c2cc(ncn2)c3cc(Cl)cc(c3)C#N,13,1.113943352
Fc1ccc(CN2C=NC(=O)c3cc(Oc4ncccc4C(F)(F)F)ccc23)c(F)c1,13,1.113943352
FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)NCCCCC4CC4,13,1.113943352
FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(nn3)C(=O)Nc4ccccc4,13,1.113943352
COc1cnc2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(OC)c(c4)C#N)c2c1,13,1.113943352
COc1cccc(c1)c2cccc(c2)C3(C)OCCC(=N3)N,13,1.113943352
COc1c(NC(=O)c2ccc(C)c(c2)N3NNC(=C3)C(=O)NCC(C)(C)CN(C)C)cc(cc1NS(=O)(=O)C)C(C)(C)C,13,1.113943352
CN1CCC(CC1)c2cn(c3ccc(F)cc3)c4ccc(cc24)c5cncnc5,13,1.113943352
CN(c1cc2COC(=O)[C@](C)(N)Cc3cccc(CC[C@@H](NC(=O)c(c2)c1)c4ccccc4)c3)S(=O)(=O)C(F)(F)F,13,1.113943352
CCS(=O)(=O)n1c2CCN(Cc2c3cc(ccc13)C(=O)N4CCC(C)CC4)C5CCOCC5,13,1.113943352
CCOCCCN1C(=O)C(C)(Oc2ccc(cc12)c3c(N)nc(N)nc3CC)c4cc(F)cc(F)c4,13,1.113943352
CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)cnc1\C=C\C(=O)O,13,1.113943352
CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6cnccn6)n(C)c4c3)ccc1\C=C\C(=O)O,13,1.113943352
CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Cl)cn6)n(C)c4c3)ccc1\C=C\C(=O)O,13,1.113943352
CCOc1cc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ncc(Br)cn6)n(C)c4c3)ccc1\C=C\C(=O)O,13,1.113943352
CCCCCn1cc(C(=O)c2cccc3ccccc23)c4ccncc14,13,1.113943352
Cc1cnc2c(cn(Cc3ncnc(OC(F)F)c3C)c2c1)C(=O)NCCO,13,1.113943352
Cc1ccc(F)cc1C(C)(C)CC(O)(Cc2cc3nnccc3[nH]2)C(F)(F)F,13,1.113943352
Cc1c(CC(=O)O)c(nn1Cc2ccccc2S(=O)(=O)c3ccccc3)c4ccccc4,13,1.113943352
CC(Nc1cccc(F)c1F)c2cc(cc3C(=O)C=C(Oc23)N4CCOCC4)C(=O)N(C)C,13,1.113943352
CC(C(=O)NCCc1ccc(O)cc1)c2cccc(c2)C(=O)c3ccccc3,13,1.113943352
CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4ccccc34)c5ccccc5,13,1.113943352
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4onc(n4)C(F)(F)F,13,1.113943352
C[C@@H]1O[C@H](OC[C@H]1N)c2ccc(cc2)[N+](=O)[O-],12.99,1.113609151
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,12.963,1.112705521
Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)NC(C)(C)C(=O)Nc5ccc(NC(=O)C(=O)N)cc5,12.9,1.11058971
C[C@@H]1O[C@@H](OC[C@H]1N)c2ccc(cc2)[N+](=O)[O-],12.86,1.109240969
NC(=O)c1sc2ncccc2c1N,12.8,1.10720997
CN(C)C(=O)Cn1c(c2cocc2)c(C3CCCCC3)c4ccc(cc14)C(=O)O,12.8,1.10720997
CC(C)S(=O)(=O)N[C@H]1Cc2ccc(Cn3cc(CO)c(n3)C(F)(F)F)cc2C1,12.8,1.10720997
CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,12.8,1.10720997
COc1ccc2nc(sc2c1)n3nc4CCc5ccccc5c4c3O,12.7,1.103803721
COc1ccc(cc1)C2=C(C)NN(C2=O)c3ccccn3,12.7,1.103803721
Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)NC(C)(C)C(=O)Nc5ccc(CCC(=O)O)cc5,12.7,1.103803721
CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cc(Br)ccc4OC)ccc1c23,12.7,1.103803721
[O-][N+](=O)c1oc(cc1)C2=NOC(C2)c3ccc(cc3)N4CCOCC4=O,12.64,1.101747074
OCCCCn1c(CN2C(=O)N(C3CC3)c4ccncc24)nc5ccccc15,12.6,1.100370545
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,12.6,1.100370545
COc1ccc(C2=N[C@H]([C@H](N2C(=O)N3CCNC(=O)C3)c4ccc(Cl)cc4)c5ccc(Cl)cc5)c(OC(C)C)c1,12.6,1.100370545
Cn1c(c2ccccn2)c(C3CCCC3)c4ccc(cc14)C(=O)NC5(CCCC5)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,12.6,1.100370545
Oc1cccc(c1)c2ccc(cc2)c3cccc(O)c3,12.5,1.096910013
COc1ccc2CC(=Cc2c1)c3cccnc3,12.5,1.096910013
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CC5)N(C)C,12.5,1.096910013
CCC1(C)NC(=O)c2cc(cc(Cl)c2NC1=O)S(=O)(=O)Nc3ccc(C)cc3C#N,12.5,1.096910013
Cc1cc(ccc1NC(=O)c2cc(NC3CCCCC3)ncn2)S(=O)(=O)N,12.5,1.096910013
Nc1n[nH]c2nc(cnc12)c3ccc(NS(=O)(=O)c4cc(Cl)ccc4F)cc3,12.4,1.093421685
Fc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)N5CCCCC5=O)cc1,12.4,1.093421685
CNC(=O)c1ncc(F)c2c(c[nH]c12)C(=O)C(=O)N3CCN(CC3)C(=O)c4ccccc4,12.4,1.093421685
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CCn4cccc4)S(=O)(=O)c5ccccn5,12.4,1.093421685
CC(C)N1CCN(CC1)C(=O)c2ccc(CN3CCCCC3)cc2,12.4,1.093421685
COc1cc(cc(OC)c1OC)C(=O)c2ccn(c2)c3cccc(N)c3,12.32,1.090610708
CN1C(=O)C=C(N2CCN(CCCN3c4ccccc4Sc5ccc(CC(=O)O)cc35)CC2)N(C)C1=O,12.3,1.089905111
Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3csc(n3)C(C)(C)C,12.3,1.089905111
Fc1ccc(c2ocnc2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,12.2,1.086359831
Cc1ccccc1[C@H](Cc2occc2)C(=O)N[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,12.2,1.086359831
CC(C(=O)Nc1ccc2cc[nH]c2c1)c3cccc(c3)C(=O)c4ccccc4,12.2,1.086359831
C[C@@H](O)[C@H](NC(=O)Cc1cc(Cl)cc(Cl)c1)C(=O)NCc2ccnc(n2)C#N,12.2,1.086359831
COc1cccc(c1)C2=Nc3ccc(cc3C(=O)N2CC(=O)NC(C)C)c4cc(CN(C)C)ccc4F,12.1,1.08278537
Cn1ncc2cc(Cc3n[nH]c4ccc(cc34)C(=O)N5CC(O)C5)ccc12,12.1,1.08278537
CN1C2=NC(=O)NC(=O)C2=Cc3ccccc13,12.1,1.08278537
CN(C)C(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2,12.1,1.08278537
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45,12.1,1.08278537
CC(C)[C@H](N(C)C(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@H](C)Cc2ccc(O)c(c2)C(C)(C)C,12.1,1.08278537
CC(C)(C)c1nc2c(CCc3nc(NC(=O)N4CCC[C@@]4(C)C(=O)N)sc23)s1,12.1,1.08278537
